0	Tmsb10	1.6335066999243746
1	Kpnb1	1.5929391271969013
2	Dcpp1 	1.5736333407932368
4	Ptk2	1.4452760945573155
5	Shox2	1.4162667236484845
6	Frk	1.4028710057304774
7	Kcnd3	1.395166540441732
8	Pdlim5	1.3923095184409038
9	Rnf14	1.3513851266939656
10	Rasef	1.3337832371235319
11	Hspa9	1.3321387484494187
13	Pdlim5	1.3076736986918938
14	Hoxa1	1.3051881648601051
15	Ccny	1.297030317403252
16	Ppp3r1 	1.2886299391553249
17	Hoxa3	1.282596440680487
18	E030030I06Rik	1.2775975863629399
19	Spry4	1.277495131380177
20	Zfa-ps 	1.2719467907906787
21	Dnm1l	1.2345940218813618
22	2900097C17Rik	1.197775518833842
23	Mpzl2	1.197006425424182
24	En2	1.1921036150786202
25	Tdgf1	1.1897185295118553
26	Prmt3	1.1873076052180191
27	Ptbp3	1.1817642824631844
28	Azin1	1.1606881517402863
29	Pdlim5	1.1558084771149646
30	Tnks2	1.1533926932206005
31	Hoxa4	1.1420878841547863
32	Etv5	1.1418920168645705
33	Mab21l1	1.1411679891767124
34	Hoxa5	1.1298902797578199
35	Foxa1	1.126696239034815
36	Atrx	1.1250494044993053
37	Tfrc	1.124806465762328
38	Mlkl	1.1195110011504898
39	Ercc6l	1.114643986883493
40	Srgap2	1.1080082580326711
41	Ndc1	1.1073819203936717
42	Zfp42	1.1058437910311416
43	Slc38a4	1.104865374200102
44	Mpzl2	1.097595228676726
45	Ide	1.0965411665350684
46	Mbtps1	1.0950274936093471
47	Hs3st3b1	1.090982669383274
48	Dse	1.0895864515042368
49	Tfrc	1.0867466924586089
52	Cd44	1.0765278161775471
53	Gm13152	1.0729175716339006
54	Trap1a	1.068176777516439
55	Stk31	1.0677167584621574
56	Adam12	1.0644050685685116
57	Usp9x	1.0608490047216546
58	Cipc	1.0574104490997958
60	Usp9x	1.0536530321846524
61	Peg10	1.0523326698678939
62	Mapk14	1.050303362998165
63	Fanci	1.0502767777997293
64	Cxxc1	1.0494834350301474
65	Gm5595	1.0469924909935913
66	Morc1	1.0464545105827319
67	Msn	1.044489772931071
68	Ywhag	1.0415665625782444
69	Nr3c1	1.0298404975061992
70	Ltn1	1.028766972959794
71	Skp2	1.0252044492707924
72	Dzip3	1.024271020987755
73	Itgav	1.0234016235708403
74	1700052N19Rik	1.0232449293323589
75	Crxos	1.0198123577566756
76	2810408B13Rik	1.0188877965962955
77	Rbm46	1.012887916554297
78	Pcgf6	1.0122676762042675
80	2310035C23Rik	1.0107440596707695
81	Klf9	1.0103677679313006
82	Mybl1	1.008268287837048
83	Cpd	1.0049148665477865
84	Eif2s1	1.004753178034001
85	Cp	0.9959245476298358
86	Frk	0.9925302903720241
87	Sntb2	0.9857560523680163
88	Mael	0.9850157974968877
89	Nanog	0.9782994199502041
90	Kdf1	0.978109334646558
91	Pax9	0.9738523447577044
92	Tcstv1	0.9736686566668066
93	Pmaip1	0.9708872221869675
94	Dcpp1	0.9696394039184504
96	Pi4k2b	0.9672018130991474
97	Gm16340 	0.967090439074706
98	Mab21l1	0.9643188733125215
99	Eras	0.9634351678085543
100	Hmga2	0.9618674304281345
101	Tmed5	0.9587439726064505
102	Slc9b1	0.9585172901062761
103	Ccnb1 	0.9541576554676218
104	Ept1	0.9536766644448907
105	Stk31	0.9520215634720157
106	BC080696	0.9513058489727438
107	Pvr	0.9509653142034304
108	Baz1b	0.9505602783317264
109	Aqr	0.9492312366891279
110	Eri2	0.9464398185281062
111	Plekhf2	0.9454567137319441
112	Ifi202b 	0.9441831971290294
113	Rhobtb3	0.9420571600044658
114	Deptor	0.9419356525206533
115	Tlk1	0.9419168436535318
116	Rbpms	0.9400213179267656
117	Mipol1	0.9397532984963073
118	Golph3	0.9385507977798033
119	Mid2	0.9380375047981466
120	Dppa2	0.9378861651218937
122	B230219D22Rik	0.9360010700111144
123	Abcb7	0.9337650885809574
124	Bche	0.9301742462535075
125	Tfrc	0.9286797432056003
126	Cphx1 	0.9286701960899346
127	Triml1	0.9278778969855483
128	Trib2	0.9271242059410084
129	Gm4887 	0.9269971168491238
130	Deptor	0.9263924366693221
131	Brcc3	0.9255600902857114
132	Tbc1d1	0.9255197087686663
133	Lactb2	0.9228834484384917
134	Rad23a	0.9227618914196974
135	Vav3	0.9225986467018054
136	Ccdc77	0.9217973623104925
137	Etv5	0.919995153419655
138	Sntb2	0.919536055697776
139	Ide	0.9175027504051628
140	Frk	0.9147257855664114
141	Paip1	0.912500537680961
142	Pitx2	0.9097112725517764
143	Gm13242 	0.9041598771054656
144	Zfp936	0.90388385080365
145	Wif1	0.9031811458021355
146	Kpna1	0.901788575132426
147	Mreg	0.8997343359221783
148	Pvt1	0.8958365809678934
149	Cacul1	0.895378525988667
150	Gsc	0.8953318652792365
151	Cep55	0.8937165662046602
152	Pald1 	0.8933504353269466
153	Sigmar1	0.8922529593763511
154	Ccnc	0.8918425271575644
155	Adk	0.8906158294156542
156	AI506816	0.8902919916374745
157	Etnk1	0.887506886478905
158	Lin28a	0.8812778249441513
159	Vamp3	0.8807873818599166
160	Matn2	0.8797967080480206
161	Plekha2	0.8796987559007392
162	Nmt1	0.875952922574839
163	Pvt1	0.8753400394658039
164	Dpp4	0.8752011849222008
165	Pla2g1b	0.8734121275208214
166	Smap1	0.8718125086998411
167	Fbxw11	0.8714480871103103
168	Pmm2	0.8702634500927431
169	Xiap	0.8694224501405587
170	Slc2a3	0.8683513822344677
171	Setx	0.86392876895369
172	Son	0.8617816571999689
173	Kbtbd8	0.8581787105842751
